image_name,pci
"26839_(40.7106783333333, -89.4032063333333)_ 2023-10-18 17-22-08_5.44825_D.jpg",16
"4609_[40.71539663822992, -89.38752707359906]_ 2023-10-18 16-26-03_45.97435_LD.jpg",6
"7484_(40.7045101666667, -89.393499)_ 2023-10-18 17-43-39_34.1806_D.jpg",64
"47676_(40.7089065, -89.4272595)_ 2023-10-20 20-11-43_51.9517_D.jpg",25
"571_(40.7201283333333, -89.4133043333333)_ 2023-10-18 15-44-25_70.05395_D.jpg",42
"33862_(40.7177416666667, -89.4213025)_ 2023-10-18 19-21-27_24.56615_D.jpg",64
"852_[40.71301296221434, -89.40724637258351]_ 2023-10-18 15-46-00_44.20205_LD.jpg",43
"31291_(40.7202668333333, -89.4082585)_ 2023-10-18 18-55-14_33.96785_D.jpg",88
"29107_(40.7063561666667, -89.4118793333333)_ 2023-10-18 18-32-54_32.40645_D.jpg",95
"52268_(40.7046715, -89.4329508333333)_ 2023-10-20 15-53-25_15.0997_D.jpg",4
"28243_(40.7046443333333, -89.394889)_ 2023-10-18 17-37-49_9.6459_D.jpg",100
"8122_(40.701704, -89.4023676666667)_ 2023-10-18 17-55-55_5.0986_D.jpg",21
"60415_[40.70157693929163, -89.45925816810963]_ 2023-10-20 18-35-00_52.14225_LD.jpg",64
"59001_(40.685914, -89.4647593333333)_ 2023-10-20 18-20-27_28.90255_D.jpg",46
"32355_[40.714748923915764, -89.4140586318848]_ 2023-10-18 19-06-48_35.816_LD.jpg",64
"46629_[40.70470024339776, -89.41042003627065]_ 2023-10-20 20-00-12_28.0497_LD.jpg",40
"28299_[40.70377291432703, -89.39311424282248]_ 2023-10-18 17-38-34_38.61875_LD.jpg",100
"60396_[40.70112099738866, -89.46006423328501]_ 2023-10-20 18-34-53_25.94255_LD.jpg",93
"57699_(40.6823588333333, -89.4669313333333)_ 2023-10-20 18-12-09_53.5131_D.jpg",49
"16480_(40.6964806666667, -89.4800488333333)_ 2023-10-20 17-31-34_34.45255_D.jpg",88
"5322_[40.704926715439946, -89.3948384213009]_ 2023-10-18 16-33-40_32.3602_LD.jpg",100
"6576_(40.7034921666667, -89.40346)_ 2023-10-18 16-56-34_22.79755_D.jpg",25
"46626_[40.70481350191628, -89.41036233029781]_ 2023-10-20 20-00-10_28.87295_LD.jpg",33
"9864_[40.72577489890282, -89.44079364169592]_ 2023-10-18 20-23-02_20.9013_LD.jpg",28
"55528_[40.69677609020194, -89.47750842896252]_ 2023-10-20 17-51-12_32.8708_LD.jpg",100
"39651_(40.7160985, -89.4456101666667)_ 2023-10-20 15-22-31_12.85195_D.jpg",44
"24294_(40.6967025, -89.4261825)_ 2023-10-20 20-32-57_39.5382_D.jpg",48
"41045_[40.716928522671324, -89.44063870751629]_ 2023-10-20 15-36-47_31.9791_LD.jpg",42
"53657_[40.69733270048002, -89.48369174511507]_ 2023-10-20 17-37-00_38.98505_LD.jpg",44
"49840_(40.7251833333333, -89.4508456666667)_ 2023-10-18 20-44-18_30.24565_D.jpg",100
"44962_[40.706827020228125, -89.41188820911441]_ 2023-10-20 19-39-57_36.79095_LD.jpg",100
"45516_(40.7069265, -89.41184)_ 2023-10-20 19-46-16_35.7013_D.jpg",100
"46068_[40.70300487869262, -89.41744241547745]_ 2023-10-20 19-53-38_23.6208_LD.jpg",100
"6707_(40.703514, -89.4043348333333)_ 2023-10-18 16-59-41_4.45665_D.jpg",19
"39724_[40.71346275147356, -89.446325992602]_ 2023-10-20 15-23-08_31.76265_LD.jpg",44
"41906_(40.7048455, -89.4636355)_ 2023-10-20 16-43-21_54.40295_D.jpg",96
"11696_(40.7251768333333, -89.4510373333333)_ 2023-10-18 20-42-10_19.6914_D.jpg",100
"36557_(40.720404, -89.4336503333333)_ 2023-10-18 19-47-16_35.6199_D.jpg",48
"36888_[40.723256738843226, -89.43143097480232]_ 2023-10-18 19-50-57_39.34395_LD.jpg",38
"2251_[40.70338592005702, -89.40774996536983]_ 2023-10-20 21-53-11_37.4625_LD.jpg",47
"41783_[40.705034809480395, -89.46244335659698]_ 2023-10-20 16-41-50_26.1183_LD.jpg",64
"25546_[40.69030258570109, -89.40957028165376]_ 2023-10-20 20-42-57_35.96585_LD.jpg",46
"41401_[40.71108175147709, -89.43621949204763]_ 2023-10-20 15-39-23_31.72935_LD.jpg",100
"28911_(40.7053948333333, -89.411893)_ 2023-10-18 18-29-54_22.2999_D.jpg",6
"60207_[40.69362522315102, -89.45960691046943]_ 2023-10-20 18-33-21_15.80825_LD.jpg",64
"60381_[40.7005815337607, -89.45999033931625]_ 2023-10-20 18-34-42_39.91005_LD.jpg",100
"60032_(40.6950936666667, -89.4592595)_ 2023-10-20 18-29-07_43.34735_D.jpg",77
"32278_(40.7141228333333, -89.4127335)_ 2023-10-18 19-05-46_16.1098_D.jpg",49
"33839_[40.71848372588011, -89.42128644974017]_ 2023-10-18 19-21-03_7.3112_LD.jpg",64
"7428_[40.70241222278694, -89.39307774885634]_ 2023-10-18 17-43-09_32.97255_LD.jpg",100
"55537_(40.696924, -89.4771541666667)_ 2023-10-20 17-51-21_21.8633_D.jpg",42
"12993_[40.696728158953135, -89.4399727620378]_ 2023-10-20 16-21-45_14.73155_LD.jpg",48
"24795_[40.69776241398175, -89.42163559449351]_ 2023-10-20 20-38-03_31.13365_LD.jpg",36
"46407_[40.70319076141894, -89.41703424137718]_ 2023-10-20 19-57-20_36.49495_LD.jpg",83
"27748_(40.7115191666667, -89.3959295)_ 2023-10-18 17-32-50_23.6245_D.jpg",100
"48318_[40.697704893063474, -89.41141268139714]_ 2023-10-20 21-10-29_12.2026_LD.jpg",15
"24826_(40.6990026666667, -89.4215951666667)_ 2023-10-20 20-38-17_38.18215_D.jpg",77
"45839_(40.703257, -89.4150595)_ 2023-10-20 19-50-20_40.1635_D.jpg",22
"28290_(40.7041328333333, -89.3930978333333)_ 2023-10-18 17-38-30_32.3195_D.jpg",100
"59882_(40.7009313333333, -89.4604616666667)_ 2023-10-20 18-28-09_30.5546_D.jpg",73
"2349_[40.70512406927857, -89.40688771333907]_ 2023-10-18 15-52-39_7.6405_LD.jpg",37
"42932_[40.69655396691832, -89.46469940681425]_ 2023-10-20 16-52-29_39.07015_LD.jpg",27
"46752_[40.70328792024621, -89.4153717848688]_ 2023-10-20 20-01-26_45.24545_LD.jpg",44
"59889_[40.70089474157374, -89.46017550259295]_ 2023-10-20 18-28-14_23.98155_LD.jpg",69
"60356_(40.6994801666667, -89.4598876666666)_ 2023-10-20 18-34-32_48.2332_D.jpg",100
"14369_(40.7029151666667, -89.4568671666667)_ 2023-10-20 16-36-21_56.13455_D.jpg",64
"33166_(40.7200903333333, -89.4165076666667)_ 2023-10-18 19-14-04_53.9164_D.jpg",100
"49857_[40.72515342206357, -89.45061767128232]_ 2023-10-18 20-44-34_34.10105_LD.jpg",62
"56807_(40.6882771666667, -89.4835773333333)_ 2023-10-20 18-04-15_44.4148_D.jpg",100
"6789_(40.703308, -89.4051736666667)_ 2023-10-18 17-02-24_17.8673_D.jpg",100
"33831_[40.71825931631161, -89.4211184632327]_ 2023-10-18 19-20-57_31.77375_LD.jpg",64
"18163_[40.69758258855972, -89.44631108534708]_ 2023-10-20 18-44-50_29.1079_LD.jpg",33
"29347_[40.70659862191033, -89.41188072916513]_ 2023-10-18 18-35-55_31.5388_LD.jpg",100
"33451_(40.7200738333333, -89.4181083333333)_ 2023-10-18 19-16-34_14.92765_D.jpg",100
"45523_(40.706634, -89.4118316666667)_ 2023-10-20 19-46-19_30.2586_D.jpg",100
"32251_[40.71461346522916, -89.41390561380976]_ 2023-10-18 19-05-28_29.77945_LD.jpg",100
"43812_[40.69486943196496, -89.4671810545952]_ 2023-10-20 17-02-05_23.00475_LD.jpg",25
"16692_(40.6967743333333, -89.4781026666667)_ 2023-10-20 17-34-12_35.31835_D.jpg",92
"58934_(40.6885325, -89.4642875)_ 2023-10-20 18-20-03_45.7394_D.jpg",39
"41393_(40.711105, -89.436634)_ 2023-10-20 15-39-19_24.975_D.jpg",93
"47114_(40.7026111666667, -89.4259251666667)_ 2023-10-20 20-07-07_17.7489_D.jpg",18
"29097_[40.70677405486037, -89.41191324225154]_ 2023-10-18 18-32-49_30.4584_LD.jpg",100
"6085_[40.70348893184063, -89.40011461608086]_ 2023-10-18 16-45-21_26.2626_LD.jpg",43
"56068_(40.6945753333333, -89.4768115)_ 2023-10-20 17-56-50_20.10395_D.jpg",16
"41759_(40.7057701666667, -89.4620613333333)_ 2023-10-20 16-41-38_52.73055_D.jpg",59
"26294_(40.7117396666667, -89.4071751666667)_ 2023-10-18 17-14-47_35.69575_D.jpg",32
"50498_[40.717419598631565, -89.44580238792841]_ 2023-10-18 20-50-46_54.3789_LD.jpg",44
"19302_(40.7038886666667, -89.4425965)_ 2023-10-20 18-56-29_35.52555_D.jpg",48
"42295_(40.7047125, -89.4717828333333)_ 2023-10-20 16-46-20_49.80015_D.jpg",46
"6412_(40.7049171666667, -89.4025361666667)_ 2023-10-18 16-51-29_7.3815_D.jpg",43
"6414_[40.70483936896089, -89.40254684089473]_ 2023-10-18 16-51-31_16.41135_LD.jpg",43
"28148_(40.708363, -89.394846)_ 2023-10-18 17-37-00_30.54535_D.jpg",100
"49806_[40.70076592466535, -89.39862478959094]_ 2023-10-20 21-31-13_25.8001_LD.jpg",100
"50614_[40.71656701125281, -89.44194811713656]_ 2023-10-18 20-51-49_10.41735_LD.jpg",36
"41407_(40.71111, -89.435921)_ 2023-10-20 15-39-26_28.934_D.jpg",100
"14306_[40.702839775333416, -89.45707616299714]_ 2023-10-20 16-35-56_48.06115_LD.jpg",16
"60323_[40.69820013539074, -89.45985191830233]_ 2023-10-20 18-34-22_45.97065_LD.jpg",100
"36323_(40.7200835, -89.4303246666667)_ 2023-10-18 19-44-49_36.77245_D.jpg",49
"33856_[40.717865333333236, -89.42111905236025]_ 2023-10-18 19-21-22_26.20155_LD.jpg",100
"13193_(40.6994821666667, -89.4439083333333)_ 2023-10-20 16-23-56_11.7364_D.jpg",42
"20962_[40.71068341886302, -89.42711940221844]_ 2023-10-20 19-14-58_31.75155_LD.jpg",88
"58495_(40.6945993333333, -89.4740561666667)_ 2023-10-20 18-17-00_31.5018_D.jpg",88
"36799_[40.71942537835912, -89.43010542057276]_ 2023-10-18 19-50-20_22.015_LD.jpg",32
"36397_[40.71926665299609, -89.43416325276313]_ 2023-10-18 19-45-49_21.1492_LD.jpg",23
"33842_(40.7184125, -89.4211991666667)_ 2023-10-18 19-21-14_18.95325_D.jpg",62
"14961_[40.69177593103059, -89.4710128422263]_ 2023-10-20 17-14-08_29.55745_LD.jpg",46
"2284_(40.703416, -89.4059658333333)_ 2023-10-18 15-51-04_18.5888_D.jpg",47
"32272_(40.7142151666667, -89.4129965)_ 2023-10-18 19-05-41_26.54565_D.jpg",72
"7246_[40.704476736004416, -89.40834986691797]_ 2023-10-18 17-09-34_13.5938_LD.jpg",32
"32361_(40.7149725, -89.4141776666667)_ 2023-10-18 19-06-50_38.4023_D.jpg",88
"60219_[40.693905651114896, -89.45929003075369]_ 2023-10-20 18-33-35_23.8465_LD.jpg",100
"15390_(40.6948451666667, -89.474649)_ 2023-10-20 17-20-26_40.256_D.jpg",100
"17262_[40.70041450333703, -89.45189947775]_ 2023-10-20 18-37-26_41.20875_LD.jpg",45
"52525_(40.6986585, -89.4333123333334)_ 2023-10-20 15-56-57_29.3114_D.jpg",100
"16082_(40.6921823333333, -89.4817713333333)_ 2023-10-20 17-27-33_26.2034_D.jpg",11
"46046_[40.70209027150484, -89.41744389517537]_ 2023-10-20 19-53-27_29.04315_LD.jpg",100
"55482_(40.6964636666667, -89.4798761666667)_ 2023-10-20 17-50-52_35.07785_D.jpg",79
"49837_[40.72515093675682, -89.45068119170865]_ 2023-10-18 20-44-17_36.9482_LD.jpg",100
"57313_(40.6942213333333, -89.4740875)_ 2023-10-20 18-09-39_36.79465_D.jpg",86
"8812_(40.703246, -89.4103203333333)_ 2023-10-18 18-10-40_21.3601_D.jpg",36
"59951_[40.69850316666664, -89.45992364447916]_ 2023-10-20 18-28-36_46.7717_LD.jpg",100
"19033_(40.7034006666667, -89.4436203333333)_ 2023-10-20 18-53-10_30.7322_D.jpg",100
"16868_(40.6969803333333, -89.4836841666667)_ 2023-10-20 17-35-54_50.77695_D.jpg",38
"43901_(40.6950841666667, -89.466931)_ 2023-10-20 17-03-17_22.8993_D.jpg",6
"5891_[40.7019197087743, -89.39828279909608]_ 2023-10-18 16-41-25_5.7498_LD.jpg",96
"60299_(40.697207, -89.4594858333333)_ 2023-10-20 18-34-13_45.91145_D.jpg",93
"6775_[40.7029472613467, -89.40487825600887]_ 2023-10-18 17-02-06_14.62425_LD.jpg",64
"39983_(40.7136688333333, -89.443977)_ 2023-10-20 15-25-40_30.25305_D.jpg",84
"3703_(40.7080505, -89.394822)_ 2023-10-18 16-16-28_32.8708_D.jpg",100
"8654_[40.703541523789575, -89.40640795284676]_ 2023-10-18 18-07-56_22.2814_LD.jpg",40
"44440_[40.71260237706057, -89.41757641547015]_ 2023-10-20 19-35-09_37.444_LD.jpg",74
"28314_(40.7032085, -89.3930653333333)_ 2023-10-18 17-38-40_37.08695_D.jpg",100
"46395_(40.7031976666667, -89.4176491666667)_ 2023-10-20 19-57-15_41.48995_D.jpg",61
"3879_[40.70921959295836, -89.38953285301571]_ 2023-10-18 16-18-42_17.26605_LD.jpg",100
"56614_[40.68874234558575, -89.48363974474003]_ 2023-10-20 18-02-32_46.32215_LD.jpg",100
"25011_(40.703244, -89.4169166666667)_ 2023-10-20 20-39-50_49.53375_D.jpg",64
"59897_[40.70060930897747, -89.46003097147407]_ 2023-10-20 18-28-18_37.3367_LD.jpg",100
"55509_[40.696686976359686, -89.47848237982927]_ 2023-10-20 17-51-04_39.6751_LD.jpg",78
"14589_(40.6898686666667, -89.4686013333333)_ 2023-10-20 17-10-00_21.0715_D.jpg",39
"1139_(40.7008023333333, -89.3995321666666)_ 2023-10-20 21-36-16_14.40965_D.jpg",100
"44185_(40.691096, -89.4668515)_ 2023-10-20 17-06-24_28.3383_D.jpg",49
"16217_(40.6951121666667, -89.4836518333333)_ 2023-10-20 17-29-30_45.99655_D.jpg",44
"761_(40.7166441666667, -89.4073278333333)_ 2023-10-18 15-45-33_55.1374_D.jpg",48
"48314_(40.6978178333333, -89.4113503333333)_ 2023-10-20 21-10-22_8.44895_D.jpg",16
"3937_[40.708670651622576, -89.3894226621322]_ 2023-10-18 16-19-21_31.79965_LD.jpg",100
"32131_(40.7174953333333, -89.4129431666667)_ 2023-10-18 19-03-45_20.21865_D.jpg",47
"41849_(40.7047473333333, -89.4609903333333)_ 2023-10-20 16-42-40_41.1736_D.jpg",2
"9207_[40.72908783998813, -89.43844013546405]_ 2023-10-18 20-17-05_24.60315_LD.jpg",65
"39733_[40.71346091989929, -89.44679897731466]_ 2023-10-20 15-23-12_31.302_LD.jpg",100
"44446_[40.712367136547904, -89.41757140688975]_ 2023-10-20 19-35-12_39.25515_LD.jpg",74
"60215_[40.69374254765735, -89.45924150347292]_ 2023-10-20 18-33-32_17.16985_LD.jpg",100
"16654_[40.6964309799557, -89.48010431846554]_ 2023-10-20 17-33-55_37.6697_LD.jpg",100
"57305_(40.6945381666667, -89.4741165)_ 2023-10-20 18-09-36_29.3262_D.jpg",100
"14269_(40.703727, -89.455461)_ 2023-10-20 16-35-28_21.05115_D.jpg",14
"29095_(40.7068543333333, -89.4118888333333)_ 2023-10-18 18-32-48_27.02295_D.jpg",100
"41902_(40.7049088333333, -89.4634415)_ 2023-10-20 16-43-19_52.1219_D.jpg",100
"43118_[40.695954534405864, -89.4659453987362]_ 2023-10-20 16-54-18_30.31225_LD.jpg",4
"55383_(40.6968393333333, -89.4772445)_ 2023-10-20 17-49-55_14.79075_D.jpg",100
"35472_(40.7108591666667, -89.4288501666667)_ 2023-10-18 19-37-19_10.59865_D.jpg",100
"41738_(40.7063998333333, -89.4612831666667)_ 2023-10-20 16-41-30_34.64865_D.jpg",71
"29073_[40.70658110186874, -89.41190471340528]_ 2023-10-18 18-32-25_25.62805_LD.jpg",100
"60004_(40.6962373333333, -89.4592883333333)_ 2023-10-20 18-28-56_49.08605_D.jpg",100
"52528_(40.6985555, -89.4333615)_ 2023-10-20 15-56-59_29.03575_D.jpg",100
"57308_[40.6944162075809, -89.47413021733067]_ 2023-10-20 18-09-37_33.36105_LD.jpg",100
"23301_[40.69767612182735, -89.4217255931534]_ 2023-10-20 20-22-47_30.9135_LD.jpg",39
"46894_[40.703082778143454, -89.42057657854612]_ 2023-10-20 20-03-23_47.1491_LD.jpg",-1
"2285_[40.703389926830916, -89.40601787852388]_ 2023-10-18 15-51-05_13.1979_LD.jpg",8
"60402_(40.7012931666667, -89.4598355)_ 2023-10-20 18-34-56_37.76035_D.jpg",4
"54407_(40.7146528333333, -89.4839136666667)_ 2023-10-20 17-42-13_46.1131_D.jpg",39
"49873_[40.72514158781963, -89.44972760879863]_ 2023-10-18 20-44-42_31.02265_LD.jpg",91
"36884_[40.723096861609406, -89.43137951924906]_ 2023-10-18 19-50-56_42.89965_LD.jpg",46
"31600_(40.7201278333333, -89.4140098333333)_ 2023-10-18 18-58-10_44.76445_D.jpg",42
"22014_(40.7112423333333, -89.4175331666667)_ 2023-10-20 19-25-32_38.43005_D.jpg",73
"3884_[40.70903741803257, -89.38949155786821]_ 2023-10-18 16-18-45_26.81575_LD.jpg",100
"59861_[40.70044000696172, -89.46137768659726]_ 2023-10-20 18-28-02_56.351_LD.jpg",67
"20485_[40.70926024090637, -89.4357832599231]_ 2023-10-20 19-09-34_27.08955_LD.jpg",78
"28244_(40.7046085, -89.394894)_ 2023-10-18 17-37-51_8.9651_D.jpg",100
"8437_[40.70235287650681, -89.40522541546808]_ 2023-10-18 18-03-51_29.66105_LD.jpg",100
"7477_(40.704465, -89.3931485)_ 2023-10-18 17-43-35_18.5629_D.jpg",41
"59895_[40.700677819901465, -89.46006472818769]_ 2023-10-20 18-28-17_35.0168_LD.jpg",100
"16462_(40.6966003333333, -89.4790795)_ 2023-10-20 17-31-25_32.41015_D.jpg",88
"39419_(40.7278396666667, -89.4398186666667)_ 2023-10-18 20-13-05_24.45145_D.jpg",48
"16168_[40.69300969808998, -89.48362557840797]_ 2023-10-20 17-29-10_31.6313_LD.jpg",27
"9194_[40.729112396422636, -89.43845755433307]_ 2023-10-18 20-16-44_23.72995_LD.jpg",62
"15217_[40.69398595928299, -89.47357448854936]_ 2023-10-20 17-16-46_32.4564_LD.jpg",41
"44433_[40.71288524306506, -89.41752093314943]_ 2023-10-20 19-35-06_26.159_LD.jpg",73
"44453_(40.7120976666667, -89.4175271666667)_ 2023-10-20 19-35-14_37.8362_D.jpg",64
"27710_(40.7112928333333, -89.3968628333333)_ 2023-10-18 17-32-12_23.97785_D.jpg",78
"47372_[40.70370987081025, -89.4281039114549]_ 2023-10-20 20-09-14_26.35325_LD.jpg",38
"48590_(40.700891, -89.410132)_ 2023-10-20 21-14-29_32.7894_D.jpg",37
"34314_[40.71614292028741, -89.42430878192208]_ 2023-10-18 19-26-25_27.75925_LD.jpg",100
"56609_[40.6889767693787, -89.48364191286714]_ 2023-10-20 18-02-30_46.1094_LD.jpg",100
"31276_[40.72023996330543, -89.40743324928734]_ 2023-10-18 18-55-06_22.681_LD.jpg",100
"860_(40.7126793333333, -89.407216)_ 2023-10-18 15-46-04_41.4696_D.jpg",49
"32341_[40.71434331228311, -89.41350490648928]_ 2023-10-18 19-06-41_31.1947_LD.jpg",64
"60148_(40.6916063333333, -89.4600766666667)_ 2023-10-20 18-32-36_18.4038_D.jpg",64
"20094_(40.7049555, -89.4365095)_ 2023-10-20 19-05-41_51.14695_D.jpg",4
"16457_(40.696655, -89.4788175)_ 2023-10-20 17-31-23_33.74215_D.jpg",79
"48315_(40.6978201666667, -89.4113985)_ 2023-10-20 21-10-24_7.0559_D.jpg",15
"5321_[40.70496744908829, -89.39483775178455]_ 2023-10-18 16-33-40_33.1557_LD.jpg",100
"5322_(40.7049271666667, -89.3948658333333)_ 2023-10-18 16-33-40_32.3602_D.jpg",100
"7449_(40.7033006666667, -89.393053)_ 2023-10-18 17-43-18_46.1242_D.jpg",100
"34552_[40.71575575144328, -89.4293475025632]_ 2023-10-18 19-28-56_32.70245_LD.jpg",64
"60035_(40.6949651666667, -89.4592605)_ 2023-10-20 18-29-08_42.2059_D.jpg",75
"56063_(40.6945951666667, -89.4765958333333)_ 2023-10-20 17-56-42_5.58145_D.jpg",25
"19381_[40.704922419589224, -89.44177883538282]_ 2023-10-20 18-57-12_56.2548_LD.jpg",25
"20511_(40.7090346666667, -89.434906)_ 2023-10-20 19-10-02_17.2161_D.jpg",65
"10588_[40.723656713655195, -89.43947274012257]_ 2023-10-18 20-30-09_38.5392_LD.jpg",45
"14343_[40.702264677386765, -89.45797198688986]_ 2023-10-20 16-36-12_34.9391_LD.jpg",64
"58949_[40.687913920442874, -89.46434925776367]_ 2023-10-20 18-20-08_51.1007_LD.jpg",49
"39295_[40.729793688579356, -89.44011029041002]_ 2023-10-18 20-11-55_34.53025_LD.jpg",45
"8843_[40.70205022590792, -89.41028426706656]_ 2023-10-18 18-10-57_20.9013_LD.jpg",42
"26501_(40.709211, -89.4033043333333)_ 2023-10-18 17-17-12_37.9435_D.jpg",92
"17319_[40.7026837804061, -89.45257185077946]_ 2023-10-20 18-37-52_38.3912_LD.jpg",45
"33924_[40.71765742184749, -89.42113185803711]_ 2023-10-18 19-22-05_17.205_LD.jpg",78
"25848_(40.694607, -89.4068086666667)_ 2023-10-20 20-46-02_53.5501_D.jpg",39
"44466_[40.71160923057491, -89.41749815270283]_ 2023-10-20 19-35-20_37.44585_LD.jpg",81
"19079_(40.7033193333333, -89.4436218333333)_ 2023-10-20 18-53-59_31.87365_D.jpg",78
"15384_[40.694883934849486, -89.47435547272724]_ 2023-10-20 17-20-23_29.51305_LD.jpg",100
"47355_[40.70342922031341, -89.4274308946353]_ 2023-10-20 20-09-06_52.65285_LD.jpg",39
"28234_[40.70499350831682, -89.39490507800296]_ 2023-10-18 17-37-43_29.9515_LD.jpg",100
"41470_[40.703556885133075, -89.45706358537709]_ 2023-10-20 16-38-55_40.10615_LD.jpg",65
"33841_(40.7184461666667, -89.4212291666667)_ 2023-10-18 19-21-13_15.37535_D.jpg",64
"60003_(40.6962741666667, -89.4592883333333)_ 2023-10-20 18-28-56_48.9362_D.jpg",100
"46050_[40.70225122128059, -89.41745121924188]_ 2023-10-20 19-53-29_34.3952_LD.jpg",91
"2277_[40.703392091196214, -89.40560088308158]_ 2023-10-18 15-50-59_25.5411_LD.jpg",64
"33163_[40.72006025217217, -89.41666607141147]_ 2023-10-18 19-14-03_53.03025_LD.jpg",79
"26503_(40.7092093333333, -89.4032053333333)_ 2023-10-18 17-17-13_37.3515_D.jpg",63
"25819_[40.69342117024323, -89.40682507439229]_ 2023-10-20 20-45-54_55.17625_LD.jpg",38
"59955_[40.69831573576903, -89.45986908442887]_ 2023-10-20 18-28-38_46.71435_LD.jpg",91
"44475_(40.711261, -89.4175531666667)_ 2023-10-20 19-35-24_30.38995_D.jpg",64
"49873_(40.725169, -89.4497271666667)_ 2023-10-18 20-44-42_31.02265_D.jpg",100
"3897_[40.70851806206058, -89.38942462507454]_ 2023-10-18 16-18-52_31.56285_LD.jpg",100
"60151_[40.69171666004923, -89.46003481273293]_ 2023-10-20 18-32-38_21.56545_LD.jpg",64
"45529_[40.7063978818299, -89.41179941784199]_ 2023-10-20 19-46-22_31.3982_LD.jpg",100
"27718_[40.71148284410573, -89.3966306611788]_ 2023-10-18 17-32-17_25.0453_LD.jpg",100
"60361_(40.6997116666667, -89.4598853333333)_ 2023-10-20 18-34-34_45.42305_D.jpg",100
"60315_(40.6978435, -89.4598645)_ 2023-10-20 18-34-19_43.32145_D.jpg",48
"533_(40.7200883333333, -89.415923)_ 2023-10-18 15-44-14_67.9468_D.jpg",100
"55462_(40.6963598333333, -89.4808968333333)_ 2023-10-20 17-50-42_21.46555_D.jpg",93
"46780_(40.7032855, -89.4170046666667)_ 2023-10-20 20-01-37_45.90775_D.jpg",65
"16449_[40.69672212612643, -89.478376646457]_ 2023-10-20 17-31-19_34.99275_LD.jpg",79
"34548_[40.7157550847831, -89.42912967028084]_ 2023-10-18 19-28-54_32.6932_LD.jpg",64
"39727_[40.71346208425428, -89.446488]_ 2023-10-20 15-23-09_32.52855_LD.jpg",100
"52781_[40.697548759378385, -89.43139284759305]_ 2023-10-20 15-59-59_32.33245_LD.jpg",45
"30356_[40.71288169426726, -89.40727491404125]_ 2023-10-18 18-48-47_36.4117_LD.jpg",28
"60438_(40.7021761666667, -89.4581813333333)_ 2023-10-20 18-35-07_60.9131_D.jpg",64
"36909_[40.724091312581436, -89.43156820686846]_ 2023-10-18 19-51-10_33.55345_LD.jpg",4
"41905_[40.70483415299362, -89.46357702953406]_ 2023-10-20 16-43-20_53.90345_LD.jpg",86
"59966_(40.6978118333333, -89.4598713333333)_ 2023-10-20 18-28-42_43.5416_D.jpg",75
"47322_(40.7033023333333, -89.4256345)_ 2023-10-20 20-08-56_54.67675_D.jpg",45
"60218_(40.6938666666667, -89.4592601666667)_ 2023-10-20 18-33-34_22.23145_D.jpg",100
"23265_[40.69915250436797, -89.42162891377193]_ 2023-10-20 20-22-34_55.45375_LD.jpg",74
"16469_(40.6965395, -89.4794425)_ 2023-10-20 17-31-29_33.01325_D.jpg",100
"46406_[40.70318942794181, -89.4170824132539]_ 2023-10-20 19-57-19_36.9112_LD.jpg",91
